imgset0000 52.352172662454414
imgset0001 46.46481216977547
imgset0002 48.646021401961406
imgset0003 45.70997052299149
imgset0004 52.94734611151589
imgset0005 46.25044028271171
imgset0006 46.48263405544359
imgset0007 44.132332693978185
imgset0008 56.94578786712914
imgset0009 44.71290353707409
imgset0010 45.54794325206883
imgset0011 46.83190353559333
imgset0012 47.112072384585105
imgset0013 49.16862472118279
imgset0014 44.856081915782696
imgset0015 46.40805343398219
imgset0016 52.24819752721986
imgset0017 47.424599524992175
imgset0018 49.858419022257536
imgset0019 46.50850416644238
imgset0020 49.49301291366183
imgset0021 47.88701468750938
imgset0022 44.63208343569644
imgset0023 46.57071299180883
imgset0024 45.933317141088985
imgset0025 53.285722493501275
imgset0026 53.31164204181115
imgset0027 50.439151313917314
imgset0028 47.856879936202745
imgset0029 50.97390801082443
imgset0030 42.74858041470334
imgset0031 46.792632247306855
imgset0032 43.018091910167215
imgset0033 45.03244505510012
imgset0034 43.40928035208884
imgset0035 39.401488700337836
imgset0036 46.35703018281008
imgset0037 46.65021806922323
imgset0038 51.60496987714578
imgset0039 47.46792422038307
imgset0040 45.10454478368586
imgset0041 49.61026641626407
imgset0042 49.81622719958166
imgset0043 47.13275180626497
imgset0044 48.974973716525696
imgset0045 45.65303763780365
imgset0046 46.35829241079628
imgset0047 48.11668631085391
imgset0048 48.664084176255635
imgset0049 40.81659621966043
imgset0050 51.46229107730862
imgset0051 51.85386232245545
imgset0052 51.512542065913
imgset0053 49.63326385046437
imgset0054 51.28576837975204
imgset0055 46.1646372548153
imgset0056 47.03541009464385
imgset0057 50.567864038506556
imgset0058 59.72002250918308
imgset0059 47.512674940719776
imgset0060 43.722631670049495
imgset0061 46.97191827209299
imgset0062 45.65063461869112
imgset0063 51.17635055995003
imgset0064 47.80676851036336
imgset0065 42.41120089511246
imgset0066 47.62777362686351
imgset0067 47.62903866283494
imgset0068 45.81504310464406
imgset0069 53.03197257607471
imgset0070 47.15270195005293
imgset0071 46.947476725544675
imgset0072 48.33576353221967
imgset0073 48.29537767394328
imgset0074 46.922807862017095
imgset0075 40.388373141206415
imgset0076 45.49842821676407
imgset0077 52.00590795186677
imgset0078 41.87916694444552
imgset0079 51.82635429764193
imgset0080 47.71398274794709
imgset0081 48.40670327307785
imgset0082 46.34439964032637
imgset0083 49.458533632107546
imgset0084 43.309400287839935
imgset0085 51.01105235633055
imgset0086 47.37595080835682
imgset0087 50.72104200816119
imgset0088 48.34103108413931
imgset0089 36.50322457283407
imgset0090 46.75164408503708
imgset0091 48.68571680207336
imgset0092 43.89998196984141
imgset0093 46.67061478400173
imgset0094 43.60366252299265
imgset0095 47.18683816122813
imgset0096 47.64804475723597
imgset0097 49.422668892210886
imgset0098 51.803193095467186
imgset0099 39.62955870956912
imgset0100 49.05744904154759
imgset0101 45.95873097429292
imgset0102 41.089946664176026
imgset0103 53.65268043666207
imgset0104 47.592105358564744
imgset0105 46.41294115351112
imgset0106 48.33445398977653
imgset0107 47.176466672030095
imgset0108 48.962947330151756
imgset0109 46.72753184720658
imgset0110 46.51801153224348
imgset0111 44.3695044477692
imgset0112 46.96634108120012
imgset0113 44.82681727206429
imgset0114 51.96449982065414
imgset0115 56.20977079756925
imgset0116 51.361768153160426
imgset0117 41.25860365129743
imgset0118 45.98566663192972
imgset0119 47.75961717014786
imgset0120 46.99628969199793
imgset0121 46.77862404362986
imgset0122 52.26570815338748
imgset0123 50.980297826849615
imgset0124 40.0371552462468
imgset0125 48.30333818910012
imgset0126 45.34111234380627
imgset0127 48.56021292993791
imgset0128 44.315067639950755
imgset0129 46.58673609718315
imgset0130 44.125331443889976
imgset0131 44.592366380467595
imgset0132 46.67656068985845
imgset0133 46.92512766833577
imgset0134 45.3787187053759
imgset0135 45.81076735175703
imgset0136 47.748523243495114
imgset0137 41.17874153575208
imgset0138 49.27828536618578
imgset0139 44.53926960151342
imgset0140 50.827631670512986
imgset0141 42.52005019129213
imgset0142 45.193474513503595
imgset0143 49.81836881325478
imgset0144 51.087377073234
imgset0145 47.30772324384266
imgset0146 43.257773533076254
imgset0147 48.532764321917945
imgset0148 38.78413096054183
imgset0149 47.23539188038078
imgset0150 46.76887309877606
imgset0151 55.665365168785186
imgset0152 42.454982684396
imgset0153 48.74436357567351
imgset0154 53.21951267115097
imgset0155 50.86047266136147
imgset0156 44.85097100448193
imgset0157 50.50634456377351
imgset0158 52.202299810476845
imgset0159 51.628431427918756
imgset0160 52.59404800470355
imgset0161 39.615979908105274
imgset0162 46.15823675971906
imgset0163 43.33513885322644
imgset0164 44.06022297010431
imgset0165 47.73195837057482
imgset0166 54.95063946247828
imgset0167 45.41292460987474
imgset0168 46.903038175630094
imgset0169 39.5333480674907
imgset0170 48.5950346835251
imgset0171 45.99814414199184
imgset0172 47.93577442145381
